"notes","label"
"Never played. Only open the shrink wrap. Shipping cost :Germany 6 with DHL Shipping only in EU countriesFor other countries please contact me.Just write a quick message to discuss combining orders, shipping cost etc.I have a lot of other games for sale. Look at my geeklist: https://boardgamegeek.com/geeklist/188236/wongars-verkaufsliste","0"
"The game is in great condition, played twice. The box has some shelf wear.I can provide pictures upon request. Feel free to ask any questions.Payment options: SEPA bank transfer (prefered), paypal or bitcoinsShipping with DPD:The Netherlands: To shop 4,50 euroHome delivery: 6,50 euroZone 1: Austria, Belgium, Czech republic, Denmark, Germany, France, Hungary, Luxemburg, Poland, United KingdomTo shop: 9,50 euroHome delivery: 11,75 euroZone 2: Estonia, Finland, Latvia, Lithuania, Portugal, Slovakia, Spain, SwedenTo shop: 19:50 euroHome delivery: 21,50 euroOther area's: please ask for a shipping quote","0"
"Includes the rare set of resin miniatures of generals and leaders. The game is opened, but not played. All my games get exquisite care and this one makes no exception. Minimal shelf wear. Smoke free house.Payment with:IBAN (preferred)orPaypal (+6% extra costs for Paypal)Please ask for shipping cost before you buy. For nonEU European countries extra fee may apply due to customs.","0"
"NOT THE GAME!Just the set of resin generals and unused stickers for the bases of the figures.This set of generals (14 figures) were an add-on when Valley Games released the game.","0"
"All items are present and in good shape. Except the board pieces themself are curved a bit (please refer to the pictures to get an impression of it. Accepting direct bank transfer.","0"
"Privater Verkauf, keine Rckgabe, Widerruf oder Gewhrleistung.Versand innerhalb Deutschlands kostet 5 Euro.","0"
"Punched, excellent condition.Payment for Worldwide and Europe : Paypal only.****************************************Dtach, tat excellent.Paiement pour la France : Paypal, chque.","0"
"One blue friendly tribe token and 2 political markers (out of 86) were misplaced so I made a replacements.Other than that the components are like new.Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"CLS Games - Atlanta's Board Game Warehouse - is the largest retailer of board games in metro Atlanta! HANNIBAL ROME VS CARTHAGE: $68.99Valley Games [VLY 401]* Game components in very good condition with cards that are crisp and fresh.  Some light creasing to the game box -- see 6 pictures with this listing.Continental U.S. - $15.95International (Including AK & HI) - TBD","0"
"Pieces and cards are bagged.","0"
"Shrink-wrap.  Slight crease in one area of the box.Valley Games Edition","0"
"Perhaps used once.  Buyer pays shipping.","0"
"New in shrink - 2007 Valley Games Edition.  Also comes with 2 sets of the special edition plastic generals and stickers.  The generals are still in their original packaging although there are a couple who have had a sword or helmet plume broken off.  I believe all the pieces are still there for reattaching and between the 2 sets, there should be plenty of generals.","0"
"Counters punched, everything in excellent condition","0"
"Punched and bagged. Box has minor shelf wear.  Shipping $15 via USPS or UPS (Int'l shipping at cost). Payment via PayPal Goods and Services or Square Invoice. Please provide your email and I will send the invoice from PayPal ID ageofgloryminiatures@gmail.com.","0"
"neatly punched and bagged. 100% complete. BWS","0"
"New in shrinkI pay the Geekcommission, you pay the Paypalcosts","0"
"Price does not include postage, which will be at cost using Royal Mail tracked, unless buyer wants to pay for something different (at own risk). If posting internationally, buyer is responsible for any applicable import fees/taxes.Payment by PayPal Goods and Services (price includes my fees), or pay cash on collection (5% discount off listed price - collection locations Mid Sussex or Westminster).","0"
"Sealed, though corners do show some shelf wear.Please refer to photos for complete condition. Questions are welcome.USPS Priority Shipping will be a flat $15. Reasonable offers considered.","0"
"Gioco mai giocato, completo, carte ancora imbustate, scatola con segni di usura.","0"
"New in shrink unopened copy of the game.Be the first to play this copy.","0"
"Still in shrink wrap.","0"
"NOTE: Item is in FrenchShips from Montreal, CanadaBuyer pays for shipping","0"
"Mint in original shrinkwrap.","0"
"2007 Valley Games. In the shrink.","0"
"Opened and played a few times.","0"
"Buyer pays shipping. Shipping from 75007.I will split shipping if buying 3 or more games.","0"
"Excellent condition","0"
"Complete in very good condition.","0"
"Unpunched,  cards in shrink wrap, box in splendid condition for a game over 25 years old","0"
"Box has some wear but components and board are in excellent condition.","0"
"French versionEtat excellent, boite coins blanchis.Rgles V2 (2007) imprime","0"
"Game comes with 2 sets of counters and card decks necessary to play the game.  One set of each is opened and shows minor game wear.  The second set of counters is unpunched and still on counter tree.  Playing cards are still in original factory shrinkwrap.","0"
"New never played.  Only the shrinkwrap has been removed.   Also contains a complete mint set of the hard to find miniature general figures in pristine condition.","0"
"This is for the General Figures: NOT THE BASE GAME.  Figures are new and appear intact.  Blisterpack has not been opened, the box has been opened for inspection.","0"
"Avalon Hill edition.Game is in very good condition and has been verified as complete including the original instructions. Counters are still unpunched. Both decks of cards are still factory sealed. Box in very good shape with a little storage wear.Will also include prints out the previous owner had in the box (2nd edition rules, etc). They are a bit bent from being stored in the box (see image #4).","0"
"Punched. Paypal OK between friends.","0"
"New/Sealed!  Valley Games Edition.","0"
"Valley Game English Edition (2007). Box in good condition (some scuffing and dents on the bottom). Components in like-new condition. Game was only played a couple times. Comes with a set of figurines (not part of the original game), some of which are broken and need TLC.Will ship worldwide. Buyer pays for shipping. Local pickup also possible in Nanaimo, BC, Canada.Preferred method of payment is Interac (for Canadians), otherwise Paypal (Buyer pays for Paypal fees).","0"
"Minor shelfwear on box, components excellent.  Includes the General Figures in separate box.","0"
"Very good condition.Ships from Toronto CanadaShipping around 15 USD to most US cities.","0"
"Avalon Hill edition (1996).Ask for P&P.","0"
"Played once.","0"
"LA24-137Rest of the foil outside the box see images inside unpunched","0"
"This is for the General Figures: NOT THE BASE GAME.  Figures are new and appear intact.  Blisterpack has not been opened, the box has been opened for inspection.","0"
"Box shows a little wear but otherwise in great condition. Complete. Post to UK 5 p+p. Europe please ask for a price.","0"
"Opened, never played, little bit of shelf wear on the sturdy box. UK postage estimate 5","0"
"Minor shelfwear on box, components excellent.  Includes the General Figures in separate box.","0"
"unpunched","0"
"Miniatures painted!VG condition, slight indentation on the bottom of the box - otherwise this is like new. Cards are sleeved and this comes with the miniatures (painted) in styrofoam - everything fits in the box. Also includes a few printed player aids. Happy to provide photos if interested.","0"
"New condition / unpunched / cards in shrinkwrap - see picturesShipping Package with Tracking Germany 6 EuroShipping Package with Tracking EU 16 EuroShipping Package with Tracking World 27 - 47 Euro (depending on destination)Feel free to look at my other sales items to save on shipping.Payment via PayPal or SEPA transfer via IBAN/BICPrivate sale without warranty.Privater Verkauf unter Ausschluss jeder Gewhrleistung.","0"
"Game is played a couple of times and is in very good shape.I will ship anywhere in the world and never ask more then actual shipping costs. Shipping of multiple items can be combined.Payment through PayPal (worldwide, will have to add 5% because of associated costs) or bank transfer (within EU).Any questions? Just ask :-)","0"
"Free Shipping!","0"
"This is another one of the famous Cheapass games, marketed as a bare bones version sold in a plain white envelope to which the buyer adds his own dice, movers, play money etc. The objective, in this case, is to kill doctor lucky, who has an uncanny ability to survive almost any attack. you are competing with your fellow players to be he first to ""rub out"" the good doctor.  Someone is going to do it: it might as well be you!","0"
